,name,salary_from,salary_to,salary_currency,area_name,published_at
306,SQL программист (разработчик БД),120000.0,,RUR,Нижний Новгород,2022-12-23T11:25:36+0300
307,Инженер 1-й линии технической поддержки,30000.0,,RUR,Минск,2022-12-23T09:41:53+0300
308,Специалист поддержки 1С (НСИ),,,,Москва,2022-12-23T09:44:52+0300
309,Оператор,40000.0,55000.0,RUR,Сургут,2022-12-23T07:10:39+0300
310,Старший аналитик по прогнозированию и бюджетированию (медиапродукты),,,,Москва,2022-12-23T11:26:06+0300
311,Ведущий инженер технической поддержки,,,,Москва,2022-12-23T11:34:45+0300
312,Инженер по расчетам и режимам,50000.0,,RUR,Москва,2022-12-23T09:43:41+0300
313,Программист,60000.0,70000.0,RUR,Пенза,2022-12-23T09:10:17+0300
314,Разработчик 1С,,170000.0,RUR,Новосибирск,2022-12-23T07:06:26+0300
315,Руководитель отдела разработки,,,,Москва,2022-12-23T10:54:15+0300
316,Java Developer,,4500.0,USD,Минск,2022-12-23T09:13:27+0300
317,Системный администратор,,,,Новосибирск,2022-12-23T08:17:45+0300
318,Техник ЦИТ,,60700.0,RUR,Москва,2022-12-23T09:54:04+0300
319,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Элиста,2022-12-23T10:24:51+0300
320,Главный механик,100000.0,,RUR,Нижний Новгород,2022-12-23T11:07:09+0300
321,Ведущий специалист по информационной безопасности (кадровый резерв),,,,Уфа,2022-12-23T11:32:37+0300
322,Мастер СТО,65000.0,,RUR,Архангельск,2022-12-23T08:49:44+0300
323,HR-аналитик,70000.0,100000.0,RUR,Москва,2022-12-23T10:21:32+0300
324,Оператор станков с ЧПУ,,,,Санкт-Петербург,2022-12-23T11:30:08+0300
325,Технический дизайнер,50000.0,,RUR,Москва,2022-12-23T11:28:53+0300
326,Специалист отдела бизнес-процессов,55000.0,120000.0,RUR,Владивосток,2022-12-23T09:06:05+0300
327,Team Lead DBA,,,,Москва,2022-12-23T11:53:34+0300
328,IT-специалист (монтаж СКС),,100000.0,KZT,Алматы,2022-12-23T07:00:48+0300
329,Старший аналитик,,,,Москва,2022-12-23T09:40:37+0300
330,Аналитик отрасли минеральных удобрений,,,,Санкт-Петербург,2022-12-23T11:44:08+0300
331,Оператор станка ЧПУ (Лазерная резка),50000.0,,RUR,Новосибирск,2022-12-23T06:46:53+0300
332,Оператор станков с ЧПУ (лазерная резка),75000.0,,RUR,Батайск,2022-12-23T09:28:19+0300
333,Инженер-программист 1С,120000.0,,RUR,Великий Новгород,2022-12-23T09:33:05+0300
334,Контролер технического состояния транспортных средств городского наземного электрического транспорта,29000.0,,RUR,Киров (Кировская область),2022-12-23T10:31:22+0300
335,IT менеджер (IT Manager),50000.0,,RUR,Ставрополь,2022-12-23T10:48:35+0300
336,Инженер ТСБ (технических средств безопасности),,,,Южно-Сахалинск,2022-12-23T06:38:48+0300
337,Дендролог,50000.0,,RUR,Севастополь,2022-12-23T11:02:41+0300
338,Сигналист (Первомайский р-н),43000.0,,RUR,Новосибирск,2022-12-23T10:35:47+0300
339,Специалист Выставочного зала,25000.0,28000.0,RUR,Ленинск-Кузнецкий,2022-12-23T08:25:32+0300
340,Backend разработчик 1C-Bitrix,80000.0,160000.0,RUR,Воронеж,2022-12-23T10:51:53+0300
341,Project manager,,100000.0,RUR,Тула,2022-12-23T11:07:40+0300
342,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Нижний Тагил,2022-12-23T10:24:28+0300
343,"Программист С# (middle, senior)",150000.0,,RUR,Санкт-Петербург,2022-12-23T11:33:24+0300
344,Администратор баз данных (Oracle DBA),,,,Алматы,2022-12-23T08:30:50+0300
345,Системный администратор Linux,,,,Москва,2022-12-23T11:14:49+0300
346,Middle/Senior Fullstack-разработчик (.Net),,,,Москва,2022-12-23T10:55:55+0300
347,Системный администратор,45000.0,,RUR,Новосибирск,2022-12-23T06:56:01+0300
348,Экономист отдела прогнозирования и индикативного управления,20000.0,35000.0,RUR,Казань,2022-12-23T10:38:21+0300
349,Системный аналитик (ERP),,,,Санкт-Петербург,2022-12-23T09:08:42+0300
350,Администратор проекта,,,,Москва,2022-12-23T11:15:39+0300
351,Техник-механик,30000.0,,RUR,Выборг,2022-12-23T09:32:31+0300
352,Владелец продукта Команда Самозанятые (Малый бизнес),,,,Москва,2022-12-23T10:33:06+0300
353,Аналитик DWH,,,,Москва,2022-12-23T10:09:28+0300
354,Data Scientist NLP,,,,Москва,2022-12-23T11:44:47+0300
355,Специалист в отдел информационных технологий,20000.0,25000.0,RUR,Омск,2022-12-23T08:05:43+0300
356,Специалист отдела технической поддержки,,,,Санкт-Петербург,2022-12-23T09:05:49+0300
357,Контролер технического состояния транспортных средств (ТС),40000.0,43000.0,RUR,Пермь,2022-12-23T06:30:15+0300
358,Аналитик-консультант,,,,Москва,2022-12-23T09:49:29+0300
359,Сервисный инженер,,,,Курск,2022-12-23T10:30:18+0300
360,Оператор мобильного расточно-наплавочного комплекса,100000.0,,RUR,Москва,2022-12-23T09:26:43+0300
361,Сервисный инженер,30000.0,,RUR,Тамбов,2022-12-23T10:10:15+0300
362,Аналитик 1С ERP,,,,Ростов-на-Дону,2022-12-23T10:27:36+0300
363,Администратор вычислительной сети,55000.0,60000.0,RUR,Челябинск,2022-12-23T07:12:59+0300
364,Инженер по настройке и обслуживанию радиоэлектронного оборудования,25000.0,,RUR,Ставрополь,2022-12-23T08:56:57+0300
365,Автор по программированию,,50000.0,RUR,Москва,2022-12-23T08:32:59+0300
366,Арт-директор (HoReCa),,,,Ташкент,2022-12-23T11:51:31+0300
367,Продуктовый аналитик,,,,Санкт-Петербург,2022-12-23T08:59:04+0300
368,"Финансовый аналитик (со знанием Excel, Парус)",115000.0,,RUR,Москва,2022-12-23T10:21:28+0300
369,PHP программист,,,,Астана,2022-12-23T10:32:16+0300
370,Бизнес-аналитик/ Аналитик данных,,110000.0,RUR,Владивосток,2022-12-23T09:06:33+0300
371,Сервис-менеджер,25000.0,,RUR,Липецк,2022-12-23T08:14:16+0300
372,Инженер по безопасности движения,,,,Минск,2022-12-23T11:45:25+0300
373,Инженер-программист С#,90000.0,,RUR,Нижний Новгород,2022-12-23T08:46:22+0300
374,Data Scientist,,,,Москва,2022-12-23T11:28:35+0300
375,Консультант 1С,,,,Нижний Новгород,2022-12-23T11:21:19+0300
376,Механик полиметаллической обогатительной фабрики,,,,Караганда,2022-12-23T07:46:56+0300
377,Support-менеджер CRM,,,,Краснодар,2022-12-23T10:17:04+0300
378,.NET Разработчик,,,,Алматы,2022-12-23T10:22:09+0300
379,Middle QA Mobile Engineer Android/iOS,,130000.0,RUR,Санкт-Петербург,2022-12-23T10:39:44+0300
380,Оператор электроэрозионных станков с ЧПУ,70000.0,,RUR,Йошкар-Ола,2022-12-23T10:51:33+0300
381,Специалист по анализу и отчетности ТР,150000.0,190000.0,KZT,Алматы,2022-12-23T07:57:49+0300
382,Токарь-универсал,50000.0,,RUR,Тольятти,2022-12-23T09:56:22+0300
383,Бизнес аналитик (СУПД),,150000.0,RUR,Москва,2022-12-23T10:16:28+0300
384,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Энгельс,2022-12-23T10:24:32+0300
385,Системный аналитик 1C,,,,Санкт-Петербург,2022-12-23T09:10:22+0300
386,Аналитик 1С: ERP на внедрение (удаленно),140000.0,180000.0,RUR,Москва,2022-12-23T11:50:42+0300
387,Ведущий разработчик,,,,Калининград,2022-12-23T11:14:47+0300
388,Сервисный инженер (Принтеры/МФУ),10000.0,25000.0,RUR,Сочи,2022-12-23T10:15:31+0300
389,Сервисный механик по с/х технике,65000.0,,RUR,Воронеж,2022-12-23T10:30:56+0300
390,Оператор гибочного пресса,70000.0,,RUR,Янино-1,2022-12-23T09:21:10+0300
391,Middle Frontend Developer (удаленно),150000.0,230000.0,RUR,Краснодар,2022-12-23T10:55:12+0300
392,Главный автомеханик (начальник АХЧ),65000.0,,RUR,Челябинск,2022-12-23T07:04:36+0300
393,Оператор гибочного пресса,70000.0,,RUR,Всеволожск,2022-12-23T09:21:19+0300
394,Системный администратор,40000.0,,RUR,Иваново (Ивановская область),2022-12-23T10:37:22+0300
395,Специалист по информационной безопасности,,,,Москва,2022-12-23T09:04:30+0300
396,Разработчик баз данных,105000.0,,RUR,Челябинск,2022-12-23T06:32:50+0300
397,Аналитик (транспортная логистика),,,,Москва,2022-12-23T09:24:32+0300
398,Токарь,1500.0,1800.0,BYR,Новополоцк,2022-12-23T09:19:14+0300
399,Оператор-наладчик токарного станка с ЧПУ,45000.0,70000.0,RUR,Омск,2022-12-23T11:09:01+0300
400,Контент-менеджер/Копирайтер,,,,Москва,2022-12-23T10:13:49+0300
